014904981010_01_P002, 17029959, 220017, 255712, 17505688
014904983010_01_P004, 10971628, 152935, 6477399, 17601962
014904990010_01_P002, 15889940, 93466, 278292, 16261698
014904993010_01_P004, 10904829, 72514, 5964482, 16941825
014904995010_01_P004, 19252449, 110716, 162695, 19525860
014905009010_01_P004, 21338618, 449770, 3018, 21791406
014905010010_01_P002, 6625474, 81570, 10358263, 17065307
014905012010_01_P002, 18465448, 466085, 146552, 19078085
014905014010_01_P001, 5121051, 6436, 11462264, 16589751
014905015010_01_P001, 16510470, 55770, 1140681, 17706921
014905015010_01_P002, 17774774, 64391, 222600, 18061765
014905023010_01_P009, 13853059, 909077, 437514, 15199650
014905028010_01_P001, 19532697, 727650, 109013, 20369360
014905043010_01_P001, 18690519, 22271, 238912, 18951702
014905044010_01_P013, 17416084, 259770, 212442, 17888296
014905044010_01_P014, 14229329, 217681, 3742570, 18189580
014905047010_01_P001, 20478437, 86654, 112203, 20677294
014905047010_01_P002, 20469603, 86221, 112370, 20668194
014905048010_01_P002, 7441709, 98254, 10360872, 17900835
014905052010_01_P001, 17543636, 82478, 228338, 17854452
014905454010_01_P003, 18751000, 497304, 154271, 19402575
014905454010_01_P004, 18818128, 504236, 155052, 19477416
014905459010_01_P003, 13535654, 380531, 2824565, 16740750
014905459010_01_P004, 16131810, 461908, 274046, 16867764
014905493010_01_P009, 17689046, 553548, 238041, 18480635
014905493010_01_P010, 11888312, 363891, 5805471, 18057674
014905494010_01_P001, 10366362, 610751, 6911183, 17888296
014905500010_01_P001, 20449161, 494469, 89430, 21033060
014905501010_01_P001, 19611518, 472976, 145266, 20229760
014905501010_01_P002, 19592317, 470037, 140409, 20202763
014905505010_01_P001, 11139885, 274216, 6389645, 17803746
014905505010_01_P002, 17092801, 407983, 222985, 17723769
014905508010_01_P009, 16158258, 593650, 272084, 17023992
014905512010_01_P009, 15406696, 362848, 299332, 16068876
014905517010_01_P009, 20524798, 428260, 98364, 21051422
014905518010_01_P001, 21479034, 45030, 132256, 21656320
014905520010_01_P004, 18392642, 72938, 1011836, 19477416
014905528010_01_P001, 16273092, 95314, 2700938, 19069344
014905528010_01_P002, 19041298, 113134, 168880, 19323312
014905529010_01_P002, 18096493, 72990, 470177, 18639660
014905530010_01_P001, 3687148, 11685, 13919927, 17618760
014905531010_01_P004, 16273979, 190450, 268133, 16732562
014905532010_01_P004, 12999964, 59837, 4630280, 17690081
014905533010_01_P003, 16859215, 129439, 258718, 17247372
014905547010_01_P001, 13528490, 265271, 5909042, 19702803
014905547010_01_P002, 20562123, 404456, 139977, 21106556
014905557010_01_P001, 3176828, 34878, 17383760, 20595466
014905565010_01_P003, 20459777, 599644, 134403, 21193824
014905565010_01_P004, 19952437, 588964, 126793, 20668194
014905567010_01_P004, 15407447, 912038, 290807, 16610292
014905570010_01_P004, 15820705, 1156659, 278321, 17255685
014905580010_01_P004, 16854452, 977224, 225998, 18057674
014905581010_01_P004, 17282532, 1127696, 220792, 18631020
014905583010_01_P004, 16733677, 549742, 284971, 17568390
014905670010_01_P001, 19492394, 1324562, 129168, 20946124
014905670010_01_P002, 9616689, 646969, 9554806, 19818464
014905713010_01_P001, 19729134, 1018777, 74909, 20822820
014905999010_01_P001, 21606723, 268625, 9588, 21884936
014906005010_01_P008, 9441274, 110577, 10844617, 20396468
014906005010_01_P009, 20118524, 213695, 91375, 20423594
014906021010_01_P003, 18829874, 9609, 312815, 19152298
014906025010_01_P003, 15074317, 919416, 296379, 16290112
014906028010_01_P001, 15345689, 316226, 6255626, 21917541
014906028010_01_P002, 15348920, 313814, 6254807, 21917541
014906031010_01_P001, 17996858, 232112, 2461805, 20690775
014906039010_01_P001, 6925451, 255309, 864766, 8045526
014906049010_01_P003, 16613660, 7314, 258966, 16879940
014906050010_01_P003, 21557061, 539855, 31778, 22128694
014906055010_01_P003, 16686045, 454157, 244432, 17384634
014906055010_01_P004, 6285275, 164071, 10901924, 17351270
014906060010_01_P003, 21377060, 575928, 11428, 21964416
014906085010_01_P008, 10808008, 506101, 9508711, 20822820
014906085010_01_P009, 20403027, 952732, 59426, 21415185
014906087010_01_P001, 887312, 32117, 20611511, 21530940
014906087010_01_P002, 4979390, 87935, 16588995, 21656320
014906102010_01_P009, 20692000, 94470, 141338, 20927808
014906109010_01_P003, 16449293, 839131, 234016, 17522440
014906116010_01_P009, 16194687, 108002, 278911, 16581600
014906120010_01_P001, 21909442, 95488, 48508, 22053438
014906126010_01_P001, 17174228, 56737, 249610, 17480575
014906129010_01_P002, 20026546, 61650, 123564, 20211760
014906130010_01_P009, 16319289, 851581, 280588, 17451458
014906130010_01_P010, 7146451, 376945, 10036606, 17560002
014906135010_01_P001, 20581617, 109054, 77387, 20768058
014906135010_01_P002, 8520324, 53405, 12144367, 20718096
014906146010_01_P001, 15714383, 125885, 2332244, 18172512
014906161010_01_P003, 17297478, 1217271, 194103, 18708852
014906163010_01_P001, 16940275, 72023, 268338, 17280636
014906163010_01_P002, 16933635, 70708, 267974, 17272317
014906166010_01_P001, 21089312, 1206772, 30408, 22326492
014906166010_01_P002, 21748069, 1236947, 26478, 23011494
014906172010_01_P001, 16298335, 139636, 294591, 16732562
014906172010_01_P002, 7161143, 70097, 9305720, 16536960
014906178010_01_P001, 16150504, 530688, 281078, 16962270
014906178010_01_P002, 16150594, 530361, 281315, 16962270
014906201010_01_P002, 17814240, 504225, 192133, 18510598
014906210010_01_P009, 17486331, 739829, 232808, 18458968
014906210010_01_P010, 2706390, 114354, 14873706, 17694450
