011616239010_01_P001, 33218417, 4648987, 6414132, 44281536
011616259010_01_P001, 35674431, 326239, 4689107, 40689777
011616262010_01_P001, 35053296, 1948202, 5507416, 42508914
011616266010_01_P001, 38951980, 493021, 7514639, 46959640
011616270010_01_P001, 35162430, 4635217, 5947626, 45745273
011616273010_01_P001, 29192620, 380596, 5537664, 35110880
011616285010_01_P001, 40352522, 191723, 8054633, 48598878
011616359010_01_P001, 26670987, 5281962, 5742828, 37695777
011616380010_01_P001, 30242376, 4669532, 4616997, 39528905
014235218010_01_P001, 35924212, 1955620, 485836, 38365668
014235219010_01_P001, 35936857, 155866, 606493, 36699216
014235255010_01_P001, 45900487, 556342, 128211, 46585040
014422045010_01_P002, 47509854, 291921, 84432, 47886207
014422045010_01_P003, 24736843, 169523, 22890188, 47796554
014422046010_01_P001, 3601480, 182897, 44571707, 48356084
014422046010_01_P002, 42968069, 925035, 216094, 44109198
014422047010_01_P002, 14109091, 225516, 27417128, 41751735
014422047010_01_P003, 14107580, 227434, 27410776, 41745790
014422048010_01_P002, 39786093, 1283324, 367891, 41437308
014422050010_01_P002, 44942931, 1725512, 134882, 46803325
014422050010_01_P003, 28660977, 1127384, 16599973, 46388334
014422051010_01_P002, 35206048, 2184741, 482329, 37873118
014422051010_01_P003, 35194650, 2207754, 477403, 37879807
014422052010_01_P002, 41494545, 1315924, 5490966, 48301435
014422053010_01_P002, 42447700, 2795001, 193151, 45435852
014422055010_01_P002, 38055765, 1059128, 451875, 39566768
014422055010_01_P003, 30589507, 895457, 7482332, 38967296
014422056010_01_P006, 2176043, 43950, 36405097, 38625090
014422057010_01_P002, 43981323, 323931, 4030478, 48335732
014422058010_01_P002, 39895337, 151016, 377147, 40423500
014422059010_01_P001, 20629358, 141746, 24122426, 44893530
014422059010_01_P002, 8680345, 79386, 37235309, 45995040
014422060010_01_P002, 44072628, 248443, 4125189, 48446260
014422061010_01_P002, 41256596, 397218, 252602, 41906416
014422062010_01_P002, 41548283, 185958, 334191, 42068432
014422063010_01_P002, 40890256, 384930, 290338, 41565524
014422064010_01_P001, 28344917, 226543, 12418118, 40989578
014422064010_01_P002, 28337953, 226672, 12417995, 40982620
014422067010_01_P002, 42562729, 613283, 214687, 43390699
014422069010_01_P002, 38249146, 3231908, 341496, 41822550
014422070010_01_P002, 38856870, 1559552, 368894, 40785316
014422071010_01_P002, 37201485, 4229394, 307889, 41738768
014422072010_01_P002, 37486104, 2632039, 362267, 40480410
014422073010_01_P001, 44259844, 5478832, 27821, 49766497
014422073010_01_P002, 44202118, 5522742, 33970, 49758830
014422075010_01_P001, 1972160, 226820, 29323952, 31522932
014422075010_01_P002, 27257183, 3476173, 694338, 31427694
014422076010_01_P002, 36261635, 4651447, 287174, 41200256
014422077010_01_P002, 37773467, 4637336, 299536, 42710339
014422078010_01_P002, 38619185, 6676976, 200025, 45496186
014422079010_01_P002, 39819723, 3847242, 270231, 43937196
014422080010_01_P002, 35401093, 5438498, 277509, 41117100
014422081010_01_P001, 36469154, 2747181, 381475, 39597810
014422082010_01_P002, 35328028, 5872882, 390496, 41591406
014422084010_01_P002, 35976743, 5456490, 254764, 41687997
014771198010_01_P001, 44095967, 3359716, 86253, 47541936
014771198010_01_P002, 44106857, 3362400, 86518, 47555775
014771201010_01_P002, 41911745, 817007, 196636, 42925388
014771205010_01_P002, 35943209, 164344, 543047, 36650600
014771209010_01_P002, 33383049, 2027321, 4338082, 39748452
014771216010_01_P001, 47058496, 196513, 122164, 47377173
014771216010_01_P002, 46971655, 194375, 121968, 47287998
014771217010_01_P001, 35913748, 2424794, 3245855, 41584397
014771217010_01_P002, 35877192, 2380655, 386473, 38644320
014771223010_01_P002, 40794592, 377513, 252285, 41424390
014771224010_01_P002, 40186945, 1907936, 232125, 42327006
014771232010_01_P001, 23848700, 1116342, 16420606, 41385648
014771232010_01_P002, 38944510, 1722869, 340941, 41008320
