014862729010_01_P001, 41129550, 5649412, 4833816, 51612778
014862729010_01_P002, 41134032, 5651383, 4834685, 51620100
014862737010_01_P001, 31841465, 5354931, 10396443, 47592839
014862738010_01_P001, 32796483, 9224407, 9498655, 51519545
014862738010_01_P002, 32719327, 9272332, 9491861, 51483520
014862742010_01_P001, 29233052, 6518916, 8116282, 43868250
014862742010_01_P002, 29250536, 6533246, 8124224, 43908006
014862743010_01_P003, 32692500, 8953795, 9079597, 50725892
014862745010_01_P001, 17214909, 409635, 24221227, 41845771
014862750010_01_P001, 35474463, 4629255, 6385092, 46488810
014862750010_01_P002, 35464247, 4629416, 6381509, 46475172
014862762010_01_P001, 40256144, 3737681, 10252037, 54245862
014862762010_01_P002, 40243607, 3730555, 10249463, 54223625
014862766010_01_P001, 37501693, 2152568, 8999735, 48653996
014862766010_01_P002, 37520072, 2141375, 9006503, 48667950
014862774010_01_P001, 40255343, 4798611, 5622221, 50676175
014862774010_01_P002, 40252864, 4802147, 5621164, 50676175
014862785010_01_P002, 15555242, 2665424, 22328854, 40549520
014862785010_01_P003, 26841555, 3864187, 9621290, 40327032
014862788010_01_P001, 40546841, 8649390, 312353, 49508584
014862788010_01_P002, 40499981, 8681892, 312637, 49494510
014862799010_01_P001, 6307006, 2359129, 36087217, 44753352
014862801010_01_P001, 27512519, 5012570, 8843516, 41368605
014862804010_01_P004, 25954895, 7578011, 11468228, 45001134
014862804010_01_P005, 32655915, 9486928, 11164481, 53307324
014862805010_01_P001, 36636308, 1658683, 7711024, 46006015
014862805010_01_P002, 36596063, 1671038, 7705129, 45972230
014862807010_01_P001, 34059696, 13796030, 6729244, 54584970
014862807010_01_P002, 34031935, 13841660, 6733686, 54607281
014862811010_01_P001, 40301170, 9381100, 1887404, 51569674
014862811010_01_P002, 40259926, 9415950, 1886752, 51562628
014862812010_01_P001, 32320355, 16339233, 3652399, 52311987
014862813010_01_P004, 28240015, 4216165, 9447964, 41904144
014862813010_01_P005, 28096688, 4230140, 9409148, 41735976
014886547010_01_P001, 31841353, 5355025, 10396461, 47592839
014886583010_01_P004, 32958920, 9357035, 9455025, 51770980
014886583010_01_P005, 32957872, 9358940, 9454168, 51770980
014886614010_01_P001, 35080472, 8822584, 9047184, 52950240
014886614010_01_P002, 35031540, 8854132, 9042598, 52928270
014886664010_01_P001, 33275496, 11856383, 8922623, 54054502
014886664010_01_P002, 33174619, 11889140, 8917233, 53980992
014886726010_01_P001, 41326726, 1664775, 6566224, 49557725
014886726010_01_P002, 41308529, 1676122, 6573074, 49557725
014886737010_01_P001, 34810294, 4841338, 7844656, 47496288
014886737010_01_P002, 34776026, 4876768, 7843494, 47496288
014886751010_01_P001, 41129603, 5649256, 4833919, 51612778
014886751010_01_P002, 41134066, 5651248, 4834786, 51620100
014887487010_01_P004, 28239670, 4216265, 9448209, 41904144
014887487010_01_P005, 28097327, 4230286, 9408363, 41735976
014887597010_01_P001, 6307081, 2359205, 36087066, 44753352
014887624010_01_P001, 40255208, 4798510, 5622457, 50676175
014887624010_01_P002, 40252974, 4802139, 5621062, 50676175
014888554010_01_P004, 25954680, 7577982, 11468472, 45001134
014888554010_01_P005, 32655900, 9487027, 11164397, 53307324
014891720010_01_P004, 27808443, 13238651, 6766801, 47813895
014891772010_01_P003, 25856765, 12059890, 10340625, 48257280
014891772010_01_P004, 12799171, 4610319, 29667386, 47076876
014892903010_01_P001, 29624083, 11210706, 9464863, 50299652
014892918010_01_P005, 34982057, 14273479, 8688966, 57944502
014893000010_01_P001, 31969114, 9066551, 10872002, 51907667
014893033010_01_P001, 17373855, 3026198, 9811533, 30211586
014893060010_01_P005, 19500235, 7611615, 16063709, 43175559
014893060010_01_P006, 27757203, 10031511, 8353081, 46141795
014893064010_01_P002, 12368277, 3358390, 10457848, 26184515
014900687010_01_P002, 3709665, 304577, 32092862, 36107104
